RevolvingUtilizationOfUnsecuredLines,age,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,NumberOfDependents,Default
0.9999999,0.4808843356642395,0.003845168,0.0156,0.006353180207753891,0.01870817399233584,0.13531235252750412,false
0.402725362,0.49319057002444844,0.360120732,0.0212,0.17568918515740722,0.07989413376018409,0.044189097695307364,false
0.18769117,0.4928239252901562,0.749432003,0.01232,0.14159928281729217,0.05928305603914138,0.15530576841821095,false
0.381933439,0.609239563576742,0.218601896,0.020252,0.13145131444461516,0.01225308119091414,0.04782840105432975,false
0.963011619,0.3943899751645447,3.173398682,0.023664,0.32607849342539574,0.6389606137796793,0.12617840222668075,true
0.003499865,0.4836883295528557,0.32941435,0.0364,0.1297619666232235,0.12917400019133315,0.05524773330987822,false
0.009932671,0.41675770618702057,0.635672515,0.013676,0.13954504399549633,0.08516710119850664,0.11326457583557252,true
0.871407594,0.49502449555537203,0.198790979,0.0172,0.17354574086103944,0.00357440802686797,0.2208026759258655,true
0.9999999,0.3178380264513354,0.213251849,0.012432,0.03810915286305979,0.03516423703184916,0.10760968449195633,true
0.252638596,0.5181604264368495,0.038422987,0.011968,0.03695296656888535,0.047171963260151314,0.19574998131657875,true
0.012987013,0.22428431644747668,0.0,0.0,0.04631502404208508,0.008205079480376132,0.010036569585723354,false
0.298804781,0.3973265980662743,0.02270663,0.0044,0.024275417871178945,0.02981515128401785,0.2405869648704408,true
0.020376715,0.5230566605171235,0.099618251,0.022,0.10269043613615673,0.0931239072124997,6.847966092634605e-5,false
0.9999999,0.42153814136512335,0.165509581,0.0144,0.04840063080054872,0.012710058767699161,0.16780747139780958,true
0.9999999,0.3862867982670709,0.484141451,0.010968,0.05293707295180141,0.0736145782479892,0.1742538331766248,true
0.867455686,0.5837281740560135,0.784253051,0.023264,0.203176625128836,0.15362215768590043,0.008663079848862498,false
0.923076923,0.3027562558708704,0.06287497,0.016664,0.09444280793359555,0.049718257653785417,0.004124821600233619,true
0.468262824,0.478101485868937,0.858030686,0.020592,0.18809037730160066,0.05347517782558971,0.04489702646101803,true
0.021422233,0.37326584412488023,0.389322136,0.02,0.32089954948918614,0.09936160065287103,0.044160664195932176,false
0.0,0.9760502006542141,0.0,0.0,0.05384581981653529,0.042746211268766175,0.03288355049777257,false
