RevolvingUtilizationOfUnsecuredLines,age,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,NumberOfDependents,Default
0.226938653,0.503558191690745,0.281444782,0.025024,0.17871316621189623,0.03303799143842402,0.00102351177757819,true
0.149496514,0.37200376464888846,0.771021144,0.0244,0.06692705774508065,0.1486744173472514,0.03473157569490554,false
0.00119976,0.6431250644965165,0.689265537,0.0092,0.09947656120877262,0.08409223044394183,0.07340049830905782,false
0.075953266,0.5829149893442328,0.085304743,0.03432,0.1426967384027673,0.0014053585551276116,0.0031835018704098996,false
0.9999999,0.6181950094597114,0.146090535,0.009716,0.04625760571143688,0.017618801264417283,0.008460194878426964,true
0.087936611,0.48125186777321055,0.393882353,0.033996,0.17069512869345094,0.053683352459819186,0.11759525025299475,false
0.9999999,0.2418655449710803,0.0,0.0076,0.028923561399284013,0.016939548726894117,0.06300293858654592,false
0.9999999,0.7112118665778813,0.313816494,0.0112,0.034116653772926074,0.0811926539657065,0.0281654689366867,true
0.076781874,0.5625245181702232,0.250884846,0.048592,0.1503578536124334,0.11471616072991031,0.07831617602626133,false
0.297576648,0.5250682363951906,0.354828835,0.0784,0.2761724489171081,0.23229771258305698,0.1024745900509346,false
0.9999999,0.5881715710265268,0.0,0.01072,0.018378867419492444,0.004678394747714853,0.05223059363459013,false
0.052161271,0.49022230573363934,0.067629397,0.027972,0.08967403628398495,0.0056880460381928954,0.09803266520132946,false
0.233809776,0.30155016366982945,0.036049682,0.0132,0.09728738874090143,0.0465820171882355,0.003536516455801808,false
0.929522819,0.3633011712966137,0.271510516,0.016732,0.17301959255728022,0.02042403361015982,0.19552890643560922,false
0.9999999,0.4044954520285162,0.434666667,0.005996,0.04713698823674313,0.04082862171402636,0.08754282678668034,true
0.437974973,0.6884588073283242,0.054510831,0.0168,0.06282387597386108,0.029757867901108494,0.03643509477798949,false
0.000657077,0.6316554182608598,0.475209141,0.0196,0.2543759376292143,0.06981736999047031,0.05721119083511568,true
0.9999999,0.32483691360686157,0.193472508,0.0136,0.13573300185555012,0.021788808483602727,0.011936932499254505,true
0.019947813,0.5161987894223699,0.531446855,0.04,0.4374075705734927,0.18172962482723226,0.187032107944616,true
0.053769892,0.5698731079608791,0.240222477,0.045304,0.17893192578622158,0.054829838380047166,0.09704201369082267,false
